Időpont;Letöltés;Letöltés %;Feltöltés;Feltöltés %;Válaszidő;Csomagvesztés
2023.12.01 6:30;881.48 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.01 7:30;820.70 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.01 8:30;914.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 9:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 10:30;912.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 11:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 13:30;875.31 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.01 14:30;877.02 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.01 15:30;905.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 16:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 17:30;914.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 18:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 19:30;908.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 20:30;913.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 22:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.01 23:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 0:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 1:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 2:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 3:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 4:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 5:30;866.51 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.02 6:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 8:30;894.04 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.02 9:30;912.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 10:30;871.31 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.02 11:30;913.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 12:30;856.46 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.02 13:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 14:30;912.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 15:30;907.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 16:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 17:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 18:30;913.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 21:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 22:30;914.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.02 23:30;873.25 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.03 0:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 1:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 2:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 3:30;911.86 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 4:30;861.03 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.03 5:30;886.39 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.03 6:30;912.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 7:30;887.07 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.03 8:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 9:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 10:30;849.15 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.03 11:30;868.22 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.03 12:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 13:30;857.14 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.03 14:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 15:30;911.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 16:30;907.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.03 17:30;890.96 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.03 18:30;802.65 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.03 19:30;824.81 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.03 20:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.03 20:36;828.35 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.03 21:30;825.61 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.03 23:30;828.58 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.04 0:30;896.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 1:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 2:30;911.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 3:30;913.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 4:30;898.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 5:30;873.36 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.04 6:30;874.85 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.04 7:30;900.44 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 8:30;824.81 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.04 9:30;904.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 10:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 11:30;904.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 12:30;901.81 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 13:30;907.75 Mbps;91%;325.06 Mbps;108%;3 msec.;1
2023.12.04 14:30;796.48 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.04 15:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 16:30;908.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 17:30;907.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 18:30;901.92 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.04 19:30;881.02 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.04 20:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 21:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 22:30;907.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.04 23:30;897.93 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.05 0:30;855.89 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.05 1:30;913.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 3:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 4:30;912.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 5:30;888.90 Mbps;89%;319.82 Mbps;107%;2 msec.;1
2023.12.05 6:30;906.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 7:30;789.97 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.05 8:30;792.37 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.05 9:30;810.30 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.05 10:30;789.74 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.05 11:30;911.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 12:30;912.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 13:30;911.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 14:30;832.92 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.05 15:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 16:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 17:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 18:30;801.74 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.05 19:30;835.55 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.05 20:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.05 21:30;900.67 Mbps;90%;319.82 Mbps;107%;2 msec.;1
2023.12.05 22:30;854.29 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.05 23:30;816.82 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.06 0:30;740.05 Mbps;74%;319.82 Mbps;107%;2 msec.;1
2023.12.06 1:30;754.56 Mbps;75%;319.82 Mbps;107%;2 msec.;1
2023.12.06 2:30;834.64 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.06 3:30;893.13 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.06 4:30;780.14 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.06 5:30;803.68 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.06 6:30;813.05 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.06 7:30;787.68 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.06 8:30;844.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.06 9:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.06 9:36;869.48 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.06 10:30;792.71 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.06 11:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.06 11:37;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.06 11:44;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.06 12:30;826.98 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.06 13:30;888.33 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.06 14:30;905.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.06 15:30;783.34 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.06 16:30;801.62 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.06 17:30;786.54 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.06 18:30;779.00 Mbps;78%;325.06 Mbps;108%;3 msec.;1
2023.12.06 19:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.06 19:37;781.52 Mbps;78%;319.82 Mbps;107%;2 msec.;1
2023.12.06 20:30;772.49 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.12.06 21:30;898.73 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.06 22:30;905.47 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.06 23:30;838.18 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.07 0:30;835.78 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.07 1:30;845.49 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.07 2:30;825.61 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.07 3:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.07 5:30;880.68 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.07 6:30;913.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.07 7:30;865.25 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.07 8:30;887.30 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.07 9:30;837.26 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.07 10:30;912.43 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.07 11:30;803.68 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.07 12:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.07 13:30;777.97 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.07 14:30;777.06 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.07 15:30;892.33 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.07 16:30;860.57 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.07 17:30;779.57 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.07 19:30;806.31 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.07 20:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.07 21:30;851.89 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.07 22:30;862.85 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.07 23:30;840.58 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.08 0:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.08 1:30;792.37 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.08 2:30;795.91 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.08 3:30;914.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.08 4:30;850.17 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.08 5:30;898.84 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.08 7:30;864.23 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.08 8:30;823.10 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.08 9:30;792.03 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.08 10:30;809.50 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.08 12:30;798.54 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.08 13:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.08 14:30;832.12 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.08 15:30;859.54 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.08 16:30;803.56 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.08 17:30;855.09 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.08 18:30;799.45 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.08 19:30;828.13 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.08 20:30;911.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.08 21:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.08 22:30;830.07 Mbps;83%;325.06 Mbps;108%;3 msec.;1
2023.12.08 23:30;806.19 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.09 0:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.09 2:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.09 3:30;813.27 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.09 4:30;903.18 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.09 5:30;913.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.09 6:30;794.54 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.09 7:30;795.22 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.09 8:30;780.72 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.09 9:30;755.24 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2023.12.09 10:30;736.39 Mbps;74%;325.06 Mbps;108%;2 msec.;1
2023.12.09 11:30;774.20 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.12.09 12:30;821.96 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.09 13:30;867.20 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.09 14:30;826.41 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.09 16:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.09 17:30;732.51 Mbps;73%;325.06 Mbps;108%;2 msec.;1
2023.12.09 18:30;807.91 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.09 19:30;790.88 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.09 20:30;806.19 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.09 21:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.09 22:30;787.23 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.09 23:30;887.07 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.10 0:30;834.64 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.10 1:30;794.31 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.10 2:30;776.83 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.10 3:30;804.14 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.10 4:30;787.91 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.10 5:30;799.91 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.10 6:30;757.75 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2023.12.10 7:30;763.47 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2023.12.10 8:30;799.57 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.10 9:30;800.82 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.10 10:30;818.53 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.10 11:30;846.86 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.10 14:44;896.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.10 15:30;870.28 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.10 16:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.10 18:55;886.96 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.10 19:30;880.68 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.10 20:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.10 20:37;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.10 20:44;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.10 20:50;795.11 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.10 21:30;870.39 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.10 22:30;861.14 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.10 23:39;889.70 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.11 0:30;847.09 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.11 1:30;827.33 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.11 2:30;768.49 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.12.11 3:30;788.71 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.11 4:30;816.13 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.11 5:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.11 6:30;903.87 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.11 8:30;857.26 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.11 9:30;785.06 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.11 10:30;841.03 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.11 11:30;847.89 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.11 12:30;867.08 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.11 13:30;830.87 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.12.11 14:30;789.97 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.12.11 15:30;898.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.11 17:30;781.63 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.11 18:30;904.55 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.11 19:30;774.78 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.12.11 20:30;849.15 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.11 21:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.11 23:30;854.63 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.12 0:30;852.80 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.12 1:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 2:30;912.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 3:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 4:30;914.03 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 5:30;911.86 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 6:30;817.27 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.12.12 7:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 8:30;869.25 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.12 9:30;866.74 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.12 10:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 11:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 12:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.12.12 12:37;838.06 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.12.12 13:30;780.72 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.12.12 15:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 16:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 17:30;871.54 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.12 18:30;860.34 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.12 19:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.12 20:30;798.54 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.12.12 22:30;812.47 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2023.12.12 23:30;884.90 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.13 1:30;859.20 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.13 2:30;850.40 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.13 3:30;855.66 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.13 4:30;882.62 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.13 5:30;879.99 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.13 6:30;902.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 7:30;874.16 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.13 8:30;771.69 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.12.13 9:30;898.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 10:30;905.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.13 11:30;902.27 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 12:30;906.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.13 13:30;899.75 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 14:30;906.27 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.13 16:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.13 17:30;903.87 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 18:30;900.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 19:30;891.30 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.13 20:30;895.53 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 21:30;902.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.13 22:30;869.37 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.12.13 23:30;854.97 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.12.14 0:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 1:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 2:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 3:30;896.56 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 4:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 6:30;904.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 7:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 9:30;901.92 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 10:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 11:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 12:30;909.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 13:30;901.70 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 14:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 15:30;903.52 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 16:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 18:30;901.24 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.14 19:30;859.54 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.12.14 20:30;879.19 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.12.14 22:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.14 23:30;898.61 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 0:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.15 1:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.15 2:30;907.87 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.15 3:30;897.81 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 4:30;894.84 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.15 5:30;906.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.15 6:30;897.13 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 7:30;902.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 8:30;890.04 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.12.15 9:30;899.87 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 10:30;904.55 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.12.15 11:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.12.15 12:30;905.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
